workerid,proliferate.condition,resp_b,resp_c,resp_t,trial,error
373,condition1,56,58,55,14,
373,condition1,60,75,67,5,
373,condition1,56,71,48,8,
373,condition1,59,72,58,15,
373,condition1,65,57,50,12,
373,condition1,59,81,53,11,
373,condition1,63,62,53,20,
373,condition1,50,50,50,X1,
373,condition1,55,75,59,4,
373,condition1,50,65,48,9,
373,condition1,69,69,56,16,
373,condition1,56,63,62,6,
373,condition1,42,58,43,19,
373,condition1,66,58,39,18,
373,condition1,56,63,64,22,
373,condition1,72,84,55,13,
373,condition1,67,56,63,10,
343,condition1,100,100,100,1,
343,condition1,99,51,100,2,
343,condition1,100,57,100,9,
343,condition1,100,100,100,20,
343,condition1,76,100,100,16,
343,condition1,86,51,100,8,
343,condition1,26,100,57,10,
343,condition1,72,46,48,5,
343,condition1,48,26,100,13,
343,condition1,48,38,100,7,
343,condition1,47,100,30,6,
343,condition1,100,22,51,4,
343,condition1,100,46,100,15,
343,condition1,48,48,48,X1,
343,condition1,52,100,40,14,
343,condition1,34,34,100,3,
343,condition1,61,100,38,22,
343,condition1,29,48,47,19,
343,condition1,44,100,33,17,
343,condition1,40,32,100,11,
343,condition1,19,60,58,21,
343,condition1,11,100,11,12,
343,condition1,45,100,45,18,
347,condition1,65,100,65,1,
347,condition1,33,100,70,2,
347,condition1,99,32,49,21,
347,condition1,19,96,45,9,
347,condition1,60,23,59,18,
347,condition1,100,29,61,10,
347,condition1,48,82,40,15,
347,condition1,88,100,100,5,
347,condition1,62,45,100,17,
347,condition1,85,100,65,7,
347,condition1,86,54,100,6,
347,condition1,86,100,69,11,
347,condition1,100,100,73,3,
347,condition1,100,100,100,X1,
347,condition1,51,100,77,4,
347,condition1,98,49,99,12,
347,condition1,100,72,71,19,
347,condition1,88,100,56,13,
347,condition1,83,83,61,8,
347,condition1,88,69,98,22,
347,condition1,85,65,86,20,
347,condition1,88,61,99,14,
347,condition1,84,46,61,16,
358,condition1,70,28,91,1,
358,condition1,82,24,70,2,
358,condition1,50,99,17,14,
358,condition1,4,98,49,21,
358,condition1,96,16,12,4,
358,condition1,44,98,43,18,
358,condition1,33,59,8,6,
358,condition1,5,5,75,3,
358,condition1,43,97,12,22,
358,condition1,10,41,25,19,
358,condition1,46,11,45,7,
358,condition1,7,91,43,10,
358,condition1,33,23,47,11,
358,condition1,9,9,9,X1,
358,condition1,22,31,61,8,
358,condition1,55,25,88,15,
358,condition1,31,11,4,5,
358,condition1,5,85,9,12,
358,condition1,40,86,84,16,
358,condition1,96,10,55,9,
358,condition1,22,45,18,20,
358,condition1,49,6,63,13,
358,condition1,51,87,7,17,
353,condition1,46,46,43,1,
353,condition1,39,38,49,2,
353,condition1,45,58,46,12,
353,condition1,26,69,62,10,
353,condition1,27,74,29,22,
353,condition1,39,69,51,18,
353,condition1,42,23,59,13,
353,condition1,48,47,50,7,
353,condition1,50,47,67,6,
353,condition1,36,63,43,21,
353,condition1,27,61,48,3,
353,condition1,48,50,41,15,
353,condition1,44,50,47,14,
353,condition1,72,72,72,X1,
353,condition1,64,63,56,4,
353,condition1,60,63,60,17,
353,condition1,62,76,77,8,
353,condition1,54,59,59,19,
353,condition1,47,70,57,16,
353,condition1,57,70,55,9,
353,condition1,57,67,49,20,
353,condition1,50,58,47,11,
353,condition1,45,69,44,5,
331,condition1,66,70,68,1,
331,condition1,69,80,62,2,
331,condition1,71,84,71,22,
331,condition1,59,70,50,5,
331,condition1,61,66,78,13,
331,condition1,72,87,83,14,
331,condition1,69,73,67,20,
331,condition1,64,68,71,3,
331,condition1,54,59,60,6,
331,condition1,65,75,70,19,
331,condition1,68,74,71,12,
331,condition1,78,81,75,10,
331,condition1,76,66,77,4,
331,condition1,81,82,82,X1,
331,condition1,73,64,70,9,
331,condition1,69,75,77,21,
331,condition1,67,67,74,7,
331,condition1,67,73,71,11,
331,condition1,79,87,82,18,
331,condition1,75,72,70,8,
331,condition1,77,88,74,17,
331,condition1,75,77,68,15,
331,condition1,81,88,87,16,
332,condition1,50,68,50,1,
332,condition1,44,65,45,2,
332,condition1,45,45,46,19,
332,condition1,49,60,63,17,
332,condition1,50,50,64,14,
332,condition1,54,54,55,22,
332,condition1,51,73,51,5,
332,condition1,48,47,49,18,
332,condition1,49,50,52,20,
332,condition1,50,60,50,15,
332,condition1,67,48,48,21,
332,condition1,67,43,73,12,
332,condition1,56,46,45,16,
332,condition1,100,100,100,X1,
332,condition1,71,83,51,3,
332,condition1,38,76,55,4,
332,condition1,58,42,46,7,
332,condition1,50,58,80,6,
332,condition1,48,65,66,8,
332,condition1,50,67,49,11,
332,condition1,77,47,59,10,
332,condition1,62,73,48,13,
332,condition1,42,77,44,9,
356,condition1,72,100,80,1,
356,condition1,55,100,72,2,
356,condition1,51,65,86,17,
356,condition1,65,100,61,3,
356,condition1,70,60,78,10,
356,condition1,64,64,64,19,
356,condition1,68,55,86,14,
356,condition1,57,100,74,4,
356,condition1,72,53,92,12,
356,condition1,60,86,81,9,
356,condition1,66,66,100,6,
356,condition1,76,68,60,7,
356,condition1,65,75,85,20,
356,condition1,100,100,100,X1,
356,condition1,74,63,82,21,
356,condition1,86,100,86,5,
356,condition1,65,59,65,16,
356,condition1,68,57,68,18,
356,condition1,75,88,75,11,
356,condition1,66,75,73,15,
356,condition1,76,83,69,8,
356,condition1,84,81,73,13,
356,condition1,73,65,83,22,
342,condition1,56,100,64,1,
342,condition1,35,98,48,2,
342,condition1,51,15,100,14,
342,condition1,58,9,58,18,
342,condition1,50,42,53,20,
342,condition1,92,49,50,19,
342,condition1,93,31,93,12,
342,condition1,67,47,100,6,
342,condition1,91,41,56,21,
342,condition1,47,24,93,22,
342,condition1,56,94,31,11,
342,condition1,44,87,18,15,
342,condition1,44,6,7,16,
342,condition1,100,100,100,X1,
342,condition1,81,100,88,5,
342,condition1,69,91,77,7,
342,condition1,40,100,70,4,
342,condition1,70,97,63,13,
342,condition1,80,87,53,8,
342,condition1,92,100,26,3,
342,condition1,23,96,48,9,
342,condition1,53,35,86,17,
342,condition1,92,27,56,10,
361,condition1,92,98,95,1,
361,condition1,95,99,98,2,
361,condition1,97,91,97,6,
361,condition1,94,89,98,22,
361,condition1,97,93,96,21,
361,condition1,94,96,94,15,
361,condition1,99,94,96,10,
361,condition1,95,95,99,8,
361,condition1,98,95,100,17,
361,condition1,95,93,96,16,
361,condition1,93,95,97,20,
361,condition1,97,95,99,12,
361,condition1,93,99,96,13,
361,condition1,100,100,100,X1,
361,condition1,95,93,100,14,
361,condition1,95,100,96,4,
361,condition1,95,100,96,7,
361,condition1,95,99,96,9,
361,condition1,96,94,97,18,
361,condition1,100,100,93,3,
361,condition1,100,93,95,19,
361,condition1,95,99,100,5,
361,condition1,95,97,95,11,
