workerid,proliferate.condition,resp_b,resp_g,resp_y,trial,error
513,condition1,100,100,100,8,
513,condition1,100,100,100,20,
513,condition1,91,100,91,7,
513,condition1,100,100,100,18,
513,condition1,100,100,100,10,
513,condition1,100,100,93,14,
513,condition1,84,84,84,12,
513,condition1,100,100,100,X1,
513,condition1,100,100,100,13,
513,condition1,100,100,100,19,
513,condition1,100,100,100,22,
513,condition1,100,95,94,5,
513,condition1,100,92,100,11,
513,condition1,100,89,100,17,
513,condition1,100,100,100,9,
513,condition1,100,100,100,16,
513,condition1,100,100,89,6,
498,condition1,100,100,100,1,
498,condition1,100,100,100,2,
498,condition1,100,100,100,6,
498,condition1,100,100,100,8,
498,condition1,100,100,100,19,
498,condition1,100,100,100,15,
498,condition1,100,100,100,11,
498,condition1,100,100,100,7,
498,condition1,100,100,100,22,
498,condition1,100,100,100,21,
498,condition1,100,100,100,3,
498,condition1,100,100,100,18,
498,condition1,100,100,100,10,
498,condition1,100,100,100,X1,
498,condition1,100,100,100,9,
498,condition1,100,100,100,5,
498,condition1,100,100,100,14,
498,condition1,100,100,100,12,
498,condition1,100,100,100,16,
498,condition1,100,100,100,4,
498,condition1,100,100,100,20,
498,condition1,100,100,100,17,
498,condition1,100,100,100,13,
519,condition1,100,100,100,1,
519,condition1,90,100,90,2,
519,condition1,80,80,100,18,
519,condition1,86,70,100,17,
519,condition1,100,85,74,6,
519,condition1,84,100,62,12,
519,condition1,100,68,90,15,
519,condition1,79,94,100,3,
519,condition1,83,94,75,7,
519,condition1,78,100,88,20,
519,condition1,80,100,95,8,
519,condition1,78,90,74,11,
519,condition1,72,82,100,9,
519,condition1,100,100,100,X1,
519,condition1,75,86,84,19,
519,condition1,98,81,75,14,
519,condition1,74,84,95,22,
519,condition1,90,71,77,5,
519,condition1,93,85,72,21,
519,condition1,100,80,90,16,
519,condition1,71,100,86,10,
519,condition1,90,100,85,4,
519,condition1,99,79,90,13,
533,condition1,34,63,28,1,
533,condition1,21,81,38,2,
533,condition1,34,60,60,21,
533,condition1,78,23,28,6,
533,condition1,33,15,67,4,
533,condition1,22,34,58,13,
533,condition1,64,64,15,18,
533,condition1,84,20,12,9,
533,condition1,19,31,31,16,
533,condition1,64,24,73,10,
533,condition1,27,63,34,17,
533,condition1,30,25,64,14,
533,condition1,18,35,38,15,
533,condition1,50,50,50,X1,
533,condition1,32,18,61,12,
533,condition1,61,26,41,11,
533,condition1,32,23,32,19,
533,condition1,26,37,18,8,
533,condition1,38,24,14,22,
533,condition1,29,16,40,20,
533,condition1,68,27,27,5,
533,condition1,33,16,61,3,
533,condition1,15,60,31,7,
539,condition1,100,100,100,1,
539,condition1,100,100,100,2,
539,condition1,100,100,100,13,
539,condition1,100,100,100,18,
539,condition1,100,100,100,22,
539,condition1,100,100,100,15,
539,condition1,100,97,97,11,
539,condition1,99,100,100,16,
539,condition1,96,96,100,4,
539,condition1,96,96,100,12,
539,condition1,99,99,100,14,
539,condition1,100,100,100,21,
539,condition1,100,99,100,7,
539,condition1,100,100,100,X1,
539,condition1,100,100,100,10,
539,condition1,100,100,100,20,
539,condition1,100,100,100,9,
539,condition1,100,100,100,5,
539,condition1,100,100,100,3,
539,condition1,100,100,100,8,
539,condition1,100,100,100,6,
539,condition1,100,100,100,17,
539,condition1,100,100,100,19,
536,condition1,48,47,47,1,
536,condition1,49,48,48,2,
536,condition1,45,45,44,19,
536,condition1,48,49,49,5,
536,condition1,48,48,48,8,
536,condition1,48,48,48,13,
536,condition1,48,47,47,3,
536,condition1,48,48,48,20,
536,condition1,45,45,45,21,
536,condition1,46,45,45,17,
536,condition1,46,46,45,7,
536,condition1,48,48,47,6,
536,condition1,46,47,46,22,
536,condition1,47,47,46,X1,
536,condition1,44,44,44,4,
536,condition1,48,47,47,15,
536,condition1,48,49,48,10,
536,condition1,47,47,47,9,
536,condition1,46,46,45,16,
536,condition1,47,47,47,14,
536,condition1,45,45,45,12,
536,condition1,45,45,45,18,
536,condition1,46,47,47,11,
510,condition1,78,14,78,1,
510,condition1,100,0,100,2,
510,condition1,0,99,2,12,
510,condition1,100,100,100,8,
510,condition1,100,100,0,14,
510,condition1,0,0,100,5,
510,condition1,100,100,1,4,
510,condition1,0,100,100,6,
510,condition1,100,100,0,21,
510,condition1,100,100,100,15,
510,condition1,100,100,100,16,
510,condition1,0,100,100,9,
510,condition1,100,0,100,13,
510,condition1,47,47,47,X1,
510,condition1,0,100,100,10,
510,condition1,0,100,0,3,
510,condition1,100,100,0,7,
510,condition1,100,100,100,18,
510,condition1,0,100,100,11,
510,condition1,0,100,100,22,
510,condition1,100,0,100,17,
510,condition1,100,100,100,20,
510,condition1,0,100,100,19,
551,condition1,76,100,57,1,
551,condition1,73,100,49,2,
551,condition1,100,100,86,5,
551,condition1,100,34,100,3,
551,condition1,91,63,34,22,
551,condition1,73,73,20,18,
551,condition1,67,84,20,17,
551,condition1,23,61,37,16,
551,condition1,21,58,89,21,
551,condition1,91,23,45,10,
551,condition1,81,45,26,8,
551,condition1,84,66,46,19,
551,condition1,91,47,22,9,
551,condition1,100,100,100,X1,
551,condition1,50,79,30,15,
551,condition1,59,30,29,20,
551,condition1,90,41,56,11,
551,condition1,75,18,100,4,
551,condition1,100,35,70,6,
551,condition1,49,50,83,7,
551,condition1,89,35,89,12,
551,condition1,23,60,89,14,
551,condition1,65,86,49,13,
503,condition1,27,81,12,1,
503,condition1,27,100,12,2,
503,condition1,84,6,24,6,
503,condition1,70,4,18,11,
503,condition1,96,98,28,5,
503,condition1,100,0,25,10,
503,condition1,3,22,77,7,
503,condition1,64,3,87,3,
503,condition1,71,25,2,22,
503,condition1,6,74,3,17,
503,condition1,0,24,54,14,
503,condition1,0,12,0,15,
503,condition1,0,19,0,16,
503,condition1,98,98,100,X1,
503,condition1,74,0,74,12,
503,condition1,4,28,81,21,
503,condition1,72,18,23,19,
503,condition1,17,0,70,4,
503,condition1,72,0,0,9,
503,condition1,22,20,0,18,
503,condition1,0,69,5,13,
503,condition1,12,12,0,8,
503,condition1,12,0,12,20,
543,condition1,73,98,10,1,
543,condition1,78,82,81,2,
543,condition1,57,30,76,13,
543,condition1,27,28,25,20,
543,condition1,36,35,67,18,
543,condition1,42,78,7,7,
543,condition1,32,66,51,8,
543,condition1,10,46,62,10,
543,condition1,40,24,10,21,
543,condition1,37,17,18,14,
543,condition1,54,28,39,16,
543,condition1,18,57,63,3,
543,condition1,32,16,35,15,
543,condition1,76,76,74,X1,
543,condition1,5,28,56,9,
543,condition1,54,34,24,6,
543,condition1,41,15,16,5,
543,condition1,9,26,43,22,
543,condition1,14,16,15,11,
543,condition1,24,48,65,4,
543,condition1,3,21,23,19,
543,condition1,32,8,27,17,
543,condition1,5,28,13,12,
